,0
loan_amnt,8795.390111157005
int_rate,0.04991902474977653
annual_inc,29772.997718531285
dti,9.036562307256792
last_fico_range_high,77.92660210643291
last_fico_range_low,77.92634424986433
debt_payments,531.7166649845558
