,0
loan_amnt,14030.024327591418
int_rate,0.13461312360229674
annual_inc,68199.14125911151
dti,17.469635388334847
last_fico_range_high,687.3284557268057
last_fico_range_low,683.3283318223029
debt_payments,939.7407522401119
